storeid,lat,lon,country,display_name,road,house_number,city,state,suburb,postcode,category,type,osm_type,osm_id
375084,-32.8337995,-70.5972179,,,,,,,,,,,,
238922,-33.4372786,-70.6332733,,,,,,,,,,,,
416955,-33.7626183,-70.7361755,,,,,,,,,,,,
133509,-53.1638329,-70.9170683,,,,,,,,,,,,
325014,-40.5761897,-73.1149469,,,,,,,,,,,,
204589,-33.4488897,-70.6692655,,,,,,,,,,,,
418800,-33.2044597,-70.6758505,,,,,,,,,,,,
374303,-33.0482707,-71.4408752,,,,,,,,,,,,
390788,-33.0153481,-71.5500276,,,,,,,,,,,,
352367,-33.2044597,-70.6758505,,,,,,,,,,,,
373006,-33.0476377,-71.3734096,,,,,,,,,,,,
401152,-29.9026691,-71.2519374,,,,,,,,,,,,
412875,-23.6509279,-70.3975022,,,,,,,,,,,,
295499,-33.4488897,-70.6692655,,,,,,,,,,,,
394321,-33.0476377,-71.3734096,,,,,,,,,,,,
405060,-29.9590009,-71.3389183,,,,,,,,,,,,
387364,-53.1638329,-70.9170683,,,,,,,,,,,,
131403,-33.6332182,-70.6761366,,,,,,,,,,,,
388159,-34.9779853,-71.2528803,,,,,,,,,,,,
419459,-40.5761897,-73.1149469,,,,,,,,,,,,
234745,-29.9590009,-71.3389183,,,,,,,,,,,,
383804,-33.7626183,-70.7361755,,,,,,,,,,,,
355076,-33.4488897,-70.6692655,,,,,,,,,,,,
234651,-36.8201352,-73.0443904,,,,,,,,,,,,
391568,-29.9590009,-71.3389183,,,,,,,,,,,,
348250,-30.604304,-71.1969882,,,,,,,,,,,,
391731,-33.6861588,-71.2166838,,,,,,,,,,,,
370911,-33.4488897,-70.6692655,,,,,,,,,,,,
364975,-33.047238,-71.6126885,,,,,,,,,,,,
395046,-33.0153481,-71.5500276,,,,,,,,,,,,
419354,-33.4488897,-70.6692655,,,,,,,,,,,,
388549,-22.4543923,-68.9293819,,,,,,,,,,,,
411518,-36.8201352,-73.0443904,,,,,,,,,,,,
352714,-36.8201352,-73.0443904,,,,,,,,,,,,
385963,-23.6509279,-70.3975022,,,,,,,,,,,,
398402,-29.9026691,-71.2519374,,,,,,,,,,,,
175275,-23.6509279,-70.3975022,,,,,,,,,,,,
410247,-39.2820124,-72.2307798,,,,,,,,,,,,
216434,-33.4372786,-70.6332733,,,,,,,,,,,,
361776,-32.8337995,-70.5972179,,,,,,,,,,,,
411941,-33.4372786,-70.6332733,,,,,,,,,,,,
378789,-34.9779853,-71.2528803,,,,,,,,,,,,
389587,-33.0476377,-71.3734096,,,,,,,,,,,,
411118,-33.4488897,-70.6692655,,,,,,,,,,,,
407595,-53.1638329,-70.9170683,,,,,,,,,,,,
403844,-35.846407,-71.5996137,,,,,,,,,,,,
412199,-36.8201352,-73.0443904,,,,,,,,,,,,
388534,-33.0482707,-71.4408752,,,,,,,,,,,,
418365,-33.4372786,-70.6332733,,,,,,,,,,,,
367404,-33.4488897,-70.6692655,,,,,,,,,,,,
403533,-35.4232444,-71.6484804,,,,,,,,,,,,
389030,-33.6060255,-70.8781837,,,,,,,,,,,,
406586,-40.5761897,-73.1149469,,,,,,,,,,,,
410529,-23.6509279,-70.3975022,,,,,,,,,,,,
399915,-29.9026691,-71.2519374,,,,,,,,,,,,
163147,-33.4488897,-70.6692655,,,,,,,,,,,,
397194,-34.1701324,-70.7406259,,,,,,,,,,,,
386543,-33.4488897,-70.6692655,,,,,,,,,,,,
392703,-34.1701324,-70.7406259,,,,,,,,,,,,
409610,-34.1701324,-70.7406259,,,,,,,,,,,,
121891,-33.4488897,-70.6692655,,,,,,,,,,,,
142553,-33.59529877,-70.70680237,,,,,,,,,,,,
411959,-33.0153481,-71.5500276,,,,,,,,,,,,
399810,-33.0153481,-71.5500276,,,,,,,,,,,,
412731,-33.4488897,-70.6692655,,,,,,,,,,,,
383540,-41.3167,-72.9833,,,,,,,,,,,,
366078,-36.8201352,-73.0443904,,,,,,,,,,,,
416436,-33.6637468,-70.9273937,,,,,,,,,,,,
191280,-33.4372786,-70.6332733,,,,,,,,,,,,
414209,-32.9299468,-71.5186065,,,,,,,,,,,,
389038,-32.8337995,-70.5972179,,,,,,,,,,,,
388015,-29.9026691,-71.2519374,,,,,,,,,,,,
146547,-33.4372786,-70.6332733,,,,,,,,,,,,
411824,-23.6509279,-70.3975022,,,,,,,,,,,,
379979,-33.4488897,-70.6692655,,,,,,,,,,,,
381453,-23.6509279,-70.3975022,,,,,,,,,,,,
227333,-33.0153481,-71.5500276,,,,,,,,,,,,
411238,-36.8201352,-73.0443904,,,,,,,,,,,,
396664,-33.4372786,-70.6332733,,,,,,,,,,,,
410267,-33.4488897,-70.6692655,,,,,,,,,,,,
385973,-33.4372786,-70.6332733,,,,,,,,,,,,
418242,-33.6861588,-71.2166838,,,,,,,,,,,,
145536,-33.4488897,-70.6692655,,,,,,,,,,,,
378192,-29.9026691,-71.2519374,,,,,,,,,,,,
385530,-34.1701324,-70.7406259,,,,,,,,,,,,
27532,-33.4488897,-70.6692655,,,,,,,,,,,,
370907,-33.4488897,-70.6692655,,,,,,,,,,,,
414479,-33.4372786,-70.6332733,,,,,,,,,,,,
327291,-23.6509279,-70.3975022,,,,,,,,,,,,
308931,-32.8803027,-71.2497156,,,,,,,,,,,,
236827,-33.4488897,-70.6692655,,,,,,,,,,,,
415129,-36.8201352,-73.0443904,,,,,,,,,,,,
139442,-33.4488897,-70.6692655,,,,,,,,,,,,
274147,-33.4372786,-70.6332733,,,,,,,,,,,,
387674,-33.4372786,-70.6332733,,,,,,,,,,,,
375751,-33.0482707,-71.4408752,,,,,,,,,,,,
395059,-33.047238,-71.6126885,,,,,,,,,,,,
347648,-33.4488897,-70.6692655,,,,,,,,,,,,
368918,-36.8201352,-73.0443904,,,,,,,,,,,,
288965,-36.8201352,-73.0443904,,,,,,,,,,,,
394148,-33.0482707,-71.4408752,,,,,,,,,,,,
363897,-33.6098924,-70.6785593,,,,,,,,,,,,
395701,-33.0476377,-71.3734096,,,,,,,,,,,,
355600,-33.047238,-71.6126885,,,,,,,,,,,,
419207,-33.6861588,-71.2166838,,,,,,,,,,,,
194890,-36.8201352,-73.0443904,,,,,,,,,,,,
418728,-40.5761897,-73.1149469,,,,,,,,,,,,
127424,-33.4372786,-70.6332733,,,,,,,,,,,,
267821,-33.4488897,-70.6692655,,,,,,,,,,,,
413998,-32.8337995,-70.5972179,,,,,,,,,,,,
372442,-30.604304,-71.1969882,,,,,,,,,,,,
355143,-32.8337995,-70.5972179,,,,,,,,,,,,
396823,-23.6509279,-70.3975022,,,,,,,,,,,,
409077,-32.8337995,-70.5972179,,,,,,,,,,,,
389024,-34.1701324,-70.7406259,,,,,,,,,,,,
405163,-41.3167,-72.9833,,,,,,,,,,,,
384759,-35.846407,-71.5996137,,,,,,,,,,,,
413706,-36.6062618,-72.1023351,,,,,,,,,,,,
406605,-32.9299468,-71.5186065,,,,,,,,,,,,
409959,-32.7873428,-71.20732,,,,,,,,,,,,
405435,-33.0476377,-71.3734096,,,,,,,,,,,,
419749,-33.4372786,-70.6332733,,,,,,,,,,,,
370826,-33.6637468,-70.9273937,,,,,,,,,,,,
247478,-36.8201352,-73.0443904,,,,,,,,,,,,
413504,-33.0153481,-71.5500276,,,,,,,,,,,,
271202,-32.8337995,-70.5972179,,,,,,,,,,,,
414390,-36.6062618,-72.1023351,,,,,,,,,,,,
396490,-33.4488897,-70.6692655,,,,,,,,,,,,
399881,-36.8201352,-73.0443904,,,,,,,,,,,,
419201,-29.9590009,-71.3389183,,,,,,,,,,,,
382482,-33.2044597,-70.6758505,,,,,,,,,,,,
418462,-36.6062618,-72.1023351,,,,,,,,,,,,
166378,-33.4488897,-70.6692655,,,,,,,,,,,,
203775,-33.4488897,-70.6692655,,,,,,,,,,,,
399973,-33.4488897,-70.6692655,,,,,,,,,,,,
390720,-40.5761897,-73.1149469,,,,,,,,,,,,
360163,-33.047238,-71.6126885,,,,,,,,,,,,
353010,-29.9590009,-71.3389183,,,,,,,,,,,,
326916,-33.4488897,-70.6692655,,,,,,,,,,,,
389586,-34.1701324,-70.7406259,,,,,,,,,,,,
409266,-33.047238,-71.6126885,,,,,,,,,,,,
398336,-33.4488897,-70.6692655,,,,,,,,,,,,
404098,-33.7309374,-70.7423218,,,,,,,,,,,,
315839,-33.4372786,-70.6332733,,,,,,,,,,,,
360836,-23.6509279,-70.3975022,,,,,,,,,,,,
414148,-23.6509279,-70.3975022,,,,,,,,,,,,
410597,-34.1701324,-70.7406259,,,,,,,,,,,,
394164,-33.4372786,-70.6332733,,,,,,,,,,,,
382999,-36.6062618,-72.1023351,,,,,,,,,,,,
202420,-32.8337995,-70.5972179,,,,,,,,,,,,
392261,-33.4488897,-70.6692655,,,,,,,,,,,,
394851,-53.1638329,-70.9170683,,,,,,,,,,,,
389824,-33.4488897,-70.6692655,,,,,,,,,,,,
382990,-33.0153481,-71.5500276,,,,,,,,,,,,
409916,-40.5761897,-73.1149469,,,,,,,,,,,,
418817,-33.0476377,-71.3734096,,,,,,,,,,,,
384844,-33.0153481,-71.5500276,,,,,,,,,,,,
406135,-33.0476377,-71.3734096,,,,,,,,,,,,
166851,-33.4488897,-70.6692655,,,,,,,,,,,,
411130,-32.7873428,-71.20732,,,,,,,,,,,,
417370,-40.5761897,-73.1149469,,,,,,,,,,,,
412330,-33.047238,-71.6126885,,,,,,,,,,,,
180222,-33.59489822,-70.7016983,,,,,,,,,,,,
411576,-32.8803027,-71.2497156,,,,,,,,,,,,
385831,-23.6509279,-70.3975022,,,,,,,,,,,,
362909,-23.6509279,-70.3975022,,,,,,,,,,,,
408612,-33.047238,-71.6126885,,,,,,,,,,,,
412986,-33.2044597,-70.6758505,,,,,,,,,,,,
157672,-33.4488897,-70.6692655,,,,,,,,,,,,
377183,-32.8337995,-70.5972179,,,,,,,,,,,,
401557,-33.4488897,-70.6692655,,,,,,,,,,,,
365782,-33.608472,-70.694663,,,,,,,,,,,,
400868,-40.5761897,-73.1149469,,,,,,,,,,,,
383566,-35.4232444,-71.6484804,,,,,,,,,,,,
321095,-23.6509279,-70.3975022,,,,,,,,,,,,
403809,-33.7626183,-70.7361755,,,,,,,,,,,,
353331,-33.4488897,-70.6692655,,,,,,,,,,,,
394683,-34.1701324,-70.7406259,,,,,,,,,,,,
370130,-33.0482707,-71.4408752,,,,,,,,,,,,
387739,-36.8201352,-73.0443904,,,,,,,,,,,,
39351,-33.4488897,-70.6692655,,,,,,,,,,,,
183291,-33.0153481,-71.5500276,,,,,,,,,,,,
407560,-29.9026691,-71.2519374,,,,,,,,,,,,
416152,-34.1701324,-70.7406259,,,,,,,,,,,,
392554,-33.4488897,-70.6692655,,,,,,,,,,,,
391252,-33.0153481,-71.5500276,,,,,,,,,,,,
274692,-23.6509279,-70.3975022,,,,,,,,,,,,
399642,-36.8201352,-73.0443904,,,,,,,,,,,,
344634,-33.5860024,-70.6887587,,,,,,,,,,,,
391986,-41.3167,-72.9833,,,,,,,,,,,,
397143,-23.6509279,-70.3975022,,,,,,,,,,,,
378366,-33.4488897,-70.6692655,,,,,,,,,,,,
419259,-40.5761897,-73.1149469,,,,,,,,,,,,
402197,-41.3167,-72.9833,,,,,,,,,,,,
408945,-33.4372786,-70.6332733,,,,,,,,,,,,
370898,-33.4488897,-70.6692655,,,,,,,,,,,,
395530,-33.4488897,-70.6692655,,,,,,,,,,,,
364544,-23.6509279,-70.3975022,,,,,,,,,,,,
382898,-33.0153481,-71.5500276,,,,,,,,,,,,
350795,-33.58779907,-70.68589783,,,,,,,,,,,,
365870,-33.4372786,-70.6332733,,,,,,,,,,,,
331923,-33.4372786,-70.6332733,,,,,,,,,,,,
407894,-34.1701324,-70.7406259,,,,,,,,,,,,
373347,-33.0482707,-71.4408752,,,,,,,,,,,,
405051,-33.047238,-71.6126885,,,,,,,,,,,,
368980,-33.4488897,-70.6692655,,,,,,,,,,,,
367418,-33.4372786,-70.6332733,,,,,,,,,,,,
357063,-40.5761897,-73.1149469,,,,,,,,,,,,
411161,-36.6062618,-72.1023351,,,,,,,,,,,,
409613,-35.4232444,-71.6484804,,,,,,,,,,,,
388061,-33.7626183,-70.7361755,,,,,,,,,,,,
404032,-35.4232444,-71.6484804,,,,,,,,,,,,
352562,-33.4488897,-70.6692655,,,,,,,,,,,,
384336,-29.9026691,-71.2519374,,,,,,,,,,,,
361870,-33.5906118,-70.7085182,,,,,,,,,,,,
415728,-34.9779853,-71.2528803,,,,,,,,,,,,
399253,-23.6509279,-70.3975022,,,,,,,,,,,,
390352,-33.4372786,-70.6332733,,,,,,,,,,,,
405809,-35.4232444,-71.6484804,,,,,,,,,,,,
376007,-33.6861588,-71.2166838,,,,,,,,,,,,
377421,-23.6509279,-70.3975022,,,,,,,,,,,,
373906,-33.4372786,-70.6332733,,,,,,,,,,,,
417918,-33.4488897,-70.6692655,,,,,,,,,,,,
414859,-33.6060255,-70.8781837,,,,,,,,,,,,
398934,-36.8201352,-73.0443904,,,,,,,,,,,,
382632,-36.8201352,-73.0443904,,,,,,,,,,,,
404615,-34.1701324,-70.7406259,,,,,,,,,,,,
370906,-33.4488897,-70.6692655,,,,,,,,,,,,
322658,-33.4372786,-70.6332733,,,,,,,,,,,,
376214,-33.4372786,-70.6332733,,,,,,,,,,,,
365014,-33.047238,-71.6126885,,,,,,,,,,,,
370166,-33.4372786,-70.6332733,,,,,,,,,,,,
408780,-29.9590009,-71.3389183,,,,,,,,,,,,
123590,-33.4372786,-70.6332733,,,,,,,,,,,,
129325,-33.63209915,-70.71160126,,,,,,,,,,,,
366487,-29.9590009,-71.3389183,,,,,,,,,,,,
411098,-33.4488897,-70.6692655,,,,,,,,,,,,
399294,-33.4488897,-70.6692655,,,,,,,,,,,,
401421,-40.5761897,-73.1149469,,,,,,,,,,,,
220601,-33.0153481,-71.5500276,,,,,,,,,,,,
223591,-33.4372786,-70.6332733,,,,,,,,,,,,
392053,-33.4372786,-70.6332733,,,,,,,,,,,,
352358,-33.2044597,-70.6758505,,,,,,,,,,,,
371974,-36.8201352,-73.0443904,,,,,,,,,,,,
414089,-33.4372786,-70.6332733,,,,,,,,,,,,
186607,-33.4488897,-70.6692655,,,,,,,,,,,,
398861,-33.0153481,-71.5500276,,,,,,,,,,,,
369827,-33.4372786,-70.6332733,,,,,,,,,,,,
416289,-34.1701324,-70.7406259,,,,,,,,,,,,
409726,-34.1701324,-70.7406259,,,,,,,,,,,,
412142,-33.0476377,-71.3734096,,,,,,,,,,,,
405216,-33.2044597,-70.6758505,,,,,,,,,,,,
403851,-34.1701324,-70.7406259,,,,,,,,,,,,
385957,-23.6509279,-70.3975022,,,,,,,,,,,,
261468,-33.2044597,-70.6758505,,,,,,,,,,,,
387007,-35.4232444,-71.6484804,,,,,,,,,,,,
408127,-36.6062618,-72.1023351,,,,,,,,,,,,
407628,-40.5761897,-73.1149469,,,,,,,,,,,,
112943,-23.6509279,-70.3975022,,,,,,,,,,,,
322621,-33.4372786,-70.6332733,,,,,,,,,,,,
404104,-41.3167,-72.9833,,,,,,,,,,,,
387659,-33.0153481,-71.5500276,,,,,,,,,,,,
396979,-33.4488897,-70.6692655,,,,,,,,,,,,
143831,-29.9590009,-71.3389183,,,,,,,,,,,,
381520,-45.5712254,-72.068265,,,,,,,,,,,,
392054,-33.4372786,-70.6332733,,,,,,,,,,,,
333916,-23.6509279,-70.3975022,,,,,,,,,,,,
405979,-33.4488897,-70.6692655,,,,,,,,,,,,
398551,-33.4488897,-70.6692655,,,,,,,,,,,,
410270,-36.8201352,-73.0443904,,,,,,,,,,,,
411401,-33.4488897,-70.6692655,,,,,,,,,,,,
415914,-29.9026691,-71.2519374,,,,,,,,,,,,
381862,-29.9590009,-71.3389183,,,,,,,,,,,,
378545,-33.4372786,-70.6332733,,,,,,,,,,,,
391682,-32.9299468,-71.5186065,,,,,,,,,,,,
370912,-33.4488897,-70.6692655,,,,,,,,,,,,
403557,-33.4372786,-70.6332733,,,,,,,,,,,,
410317,-34.9779853,-71.2528803,,,,,,,,,,,,
399106,-45.5712254,-72.068265,,,,,,,,,,,,
361155,-33.4372786,-70.6332733,,,,,,,,,,,,
389700,-33.4488897,-70.6692655,,,,,,,,,,,,
146885,-23.6509279,-70.3975022,,,,,,,,,,,,
199232,-33.4488897,-70.6692655,,,,,,,,,,,,
387817,-33.4488897,-70.6692655,,,,,,,,,,,,
407897,-29.9026691,-71.2519374,,,,,,,,,,,,
378589,-33.4488897,-70.6692655,,,,,,,,,,,,
64056,-35.4232444,-71.6484804,,,,,,,,,,,,
320779,-33.047238,-71.6126885,,,,,,,,,,,,
406133,-35.4232444,-71.6484804,,,,,,,,,,,,
391318,-33.4488897,-70.6692655,,,,,,,,,,,,
418988,-36.8201352,-73.0443904,,,,,,,,,,,,
404150,-33.4372786,-70.6332733,,,,,,,,,,,,
364860,-36.8201352,-73.0443904,,,,,,,,,,,,
365812,-29.9590009,-71.3389183,,,,,,,,,,,,
407104,-33.4488897,-70.6692655,,,,,,,,,,,,
371031,-33.0153481,-71.5500276,,,,,,,,,,,,
370847,-33.047238,-71.6126885,,,,,,,,,,,,
31032,-33.4488897,-70.6692655,,,,,,,,,,,,
412228,-33.0153481,-71.5500276,,,,,,,,,,,,
301022,-33.4488897,-70.6692655,,,,,,,,,,,,
403852,-36.6062618,-72.1023351,,,,,,,,,,,,
388011,-33.4372786,-70.6332733,,,,,,,,,,,,
364653,-29.9026691,-71.2519374,,,,,,,,,,,,
374315,-23.6509279,-70.3975022,,,,,,,,,,,,
370913,-33.4488897,-70.6692655,,,,,,,,,,,,
410085,-23.6509279,-70.3975022,,,,,,,,,,,,
363914,-33.4488897,-70.6692655,,,,,,,,,,,,
409725,-36.8201352,-73.0443904,,,,,,,,,,,,
361187,-23.6509279,-70.3975022,,,,,,,,,,,,
381433,-23.6509279,-70.3975022,,,,,,,,,,,,
382478,-33.6637468,-70.9273937,,,,,,,,,,,,
384523,-33.4488897,-70.6692655,,,,,,,,,,,,
398894,-33.4488897,-70.6692655,,,,,,,,,,,,
398846,-33.3647762,-71.6705534,,,,,,,,,,,,
316568,-33.6256802,-70.6795695,,,,,,,,,,,,
384312,-33.0482707,-71.4408752,,,,,,,,,,,,
414500,-33.0482707,-71.4408752,,,,,,,,,,,,
58069,-36.8201352,-73.0443904,,,,,,,,,,,,
407753,-41.3167,-72.9833,,,,,,,,,,,,
403807,-29.9026691,-71.2519374,,,,,,,,,,,,
408219,-33.4488897,-70.6692655,,,,,,,,,,,,
372599,-36.8201352,-73.0443904,,,,,,,,,,,,
385162,-33.4372786,-70.6332733,,,,,,,,,,,,
132318,-33.4488897,-70.6692655,,,,,,,,,,,,
374631,-32.9299468,-71.5186065,,,,,,,,,,,,
403572,-33.0153481,-71.5500276,,,,,,,,,,,,
185664,-33.4372786,-70.6332733,,,,,,,,,,,,
383464,-34.1701324,-70.7406259,,,,,,,,,,,,
410300,-36.8201352,-73.0443904,,,,,,,,,,,,
398074,-33.0153481,-71.5500276,,,,,,,,,,,,
405597,-53.1638329,-70.9170683,,,,,,,,,,,,
407671,-41.3167,-72.9833,,,,,,,,,,,,
417347,-34.1701324,-70.7406259,,,,,,,,,,,,
402884,-34.1701324,-70.7406259,,,,,,,,,,,,
395861,-33.4372786,-70.6332733,,,,,,,,,,,,
378115,-23.6509279,-70.3975022,,,,,,,,,,,,
389665,-33.4372786,-70.6332733,,,,,,,,,,,,
407962,-33.4488897,-70.6692655,,,,,,,,,,,,
399840,-29.9026691,-71.2519374,,,,,,,,,,,,
389984,-34.1701324,-70.7406259,,,,,,,,,,,,
389697,-36.8201352,-73.0443904,,,,,,,,,,,,
417852,-33.0482707,-71.4408752,,,,,,,,,,,,
68392,-40.5761897,-73.1149469,,,,,,,,,,,,
374248,-33.4488897,-70.6692655,,,,,,,,,,,,
416355,-36.8201352,-73.0443904,,,,,,,,,,,,
385289,-33.0476377,-71.3734096,,,,,,,,,,,,
397221,-33.6060255,-70.8781837,,,,,,,,,,,,
392928,-33.0476377,-71.3734096,,,,,,,,,,,,
59134,-33.4372786,-70.6332733,,,,,,,,,,,,
392848,-33.4372786,-70.6332733,,,,,,,,,,,,
390327,-33.0153481,-71.5500276,,,,,,,,,,,,
407267,-35.4232444,-71.6484804,,,,,,,,,,,,
414077,-33.4488897,-70.6692655,,,,,,,,,,,,
382609,-36.8201352,-73.0443904,,,,,,,,,,,,
360184,-23.6509279,-70.3975022,,,,,,,,,,,,
384616,-36.8201352,-73.0443904,,,,,,,,,,,,
407960,-33.4488897,-70.6692655,,,,,,,,,,,,
402994,-33.4488897,-70.6692655,,,,,,,,,,,,
356463,-23.6509279,-70.3975022,,,,,,,,,,,,
406767,-53.1638329,-70.9170683,,,,,,,,,,,,
413372,-29.9590009,-71.3389183,,,,,,,,,,,,
412730,-36.6062618,-72.1023351,,,,,,,,,,,,
378291,-33.4372786,-70.6332733,,,,,,,,,,,,
395229,-33.7626183,-70.7361755,,,,,,,,,,,,
274340,-36.8201352,-73.0443904,,,,,,,,,,,,
418991,-33.4372786,-70.6332733,,,,,,,,,,,,
399717,-34.9779853,-71.2528803,,,,,,,,,,,,
402100,-33.6060255,-70.8781837,,,,,,,,,,,,
383457,-32.8803027,-71.2497156,,,,,,,,,,,,
354229,-33.4488897,-70.6692655,,,,,,,,,,,,
417410,-36.8201352,-73.0443904,,,,,,,,,,,,
377929,-34.1701324,-70.7406259,,,,,,,,,,,,
400869,-33.6637468,-70.9273937,,,,,,,,,,,,
323343,-36.8201352,-73.0443904,,,,,,,,,,,,
416393,-29.9026691,-71.2519374,,,,,,,,,,,,
390340,-53.1638329,-70.9170683,,,,,,,,,,,,
380188,-22.4543923,-68.9293819,,,,,,,,,,,,
408800,-33.0153481,-71.5500276,,,,,,,,,,,,
377890,-33.4488897,-70.6692655,,,,,,,,,,,,
415081,-36.6062618,-72.1023351,,,,,,,,,,,,
398142,-29.9026691,-71.2519374,,,,,,,,,,,,
388309,-41.3167,-72.9833,,,,,,,,,,,,
94298,-33.4372786,-70.6332733,,,,,,,,,,,,
377255,-33.0153481,-71.5500276,,,,,,,,,,,,
391141,-33.4488897,-70.6692655,,,,,,,,,,,,
398019,-33.4488897,-70.6692655,,,,,,,,,,,,
406658,-23.6509279,-70.3975022,,,,,,,,,,,,
316233,-33.4488897,-70.6692655,,,,,,,,,,,,
396677,-33.6861588,-71.2166838,,,,,,,,,,,,
393597,-33.0482707,-71.4408752,,,,,,,,,,,,
267309,-33.0153481,-71.5500276,,,,,,,,,,,,
397430,-22.4543923,-68.9293819,,,,,,,,,,,,
410810,-33.0476377,-71.3734096,,,,,,,,,,,,
201571,-23.6509279,-70.3975022,,,,,,,,,,,,
413424,-33.4488897,-70.6692655,,,,,,,,,,,,
378380,-33.4372786,-70.6332733,,,,,,,,,,,,
404988,-35.4232444,-71.6484804,,,,,,,,,,,,
401819,-36.8201352,-73.0443904,,,,,,,,,,,,
337192,-33.047238,-71.6126885,,,,,,,,,,,,
390724,-40.5761897,-73.1149469,,,,,,,,,,,,
370421,-33.4488897,-70.6692655,,,,,,,,,,,,
399331,-36.8201352,-73.0443904,,,,,,,,,,,,
361431,-33.0482707,-71.4408752,,,,,,,,,,,,
406593,-22.4543923,-68.9293819,,,,,,,,,,,,
353778,-33.0153481,-71.5500276,,,,,,,,,,,,
392568,-33.4488897,-70.6692655,,,,,,,,,,,,
371759,-32.8803027,-71.2497156,,,,,,,,,,,,
394739,-29.9026691,-71.2519374,,,,,,,,,,,,
376180,-33.4488897,-70.6692655,,,,,,,,,,,,
367913,-33.0153481,-71.5500276,,,,,,,,,,,,
393382,-33.4488897,-70.6692655,,,,,,,,,,,,
65923,-36.8201352,-73.0443904,,,,,,,,,,,,
378106,-33.4488897,-70.6692655,,,,,,,,,,,,
402068,-22.4543923,-68.9293819,,,,,,,,,,,,
396977,-36.8201352,-73.0443904,,,,,,,,,,,,
365465,-33.4372786,-70.6332733,,,,,,,,,,,,
399839,-34.1701324,-70.7406259,,,,,,,,,,,,
365831,-33.0482707,-71.4408752,,,,,,,,,,,,
387899,-23.6509279,-70.3975022,,,,,,,,,,,,
204593,-33.4372786,-70.6332733,,,,,,,,,,,,
399837,-35.846407,-71.5996137,,,,,,,,,,,,
369851,-33.6084644,-70.7057884,,,,,,,,,,,,
397899,-34.9779853,-71.2528803,,,,,,,,,,,,
382781,-32.7873428,-71.20732,,,,,,,,,,,,
391174,-33.4488897,-70.6692655,,,,,,,,,,,,
375594,-33.4488897,-70.6692655,,,,,,,,,,,,
354323,-33.4488897,-70.6692655,,,,,,,,,,,,
352620,-33.6637468,-70.9273937,,,,,,,,,,,,
238788,-33.0153481,-71.5500276,,,,,,,,,,,,
142484,-33.0153481,-71.5500276,,,,,,,,,,,,
416062,-33.4372786,-70.6332733,,,,,,,,,,,,
220406,-33.4372786,-70.6332733,,,,,,,,,,,,
391240,-35.4232444,-71.6484804,,,,,,,,,,,,
225161,-33.4372786,-70.6332733,,,,,,,,,,,,
404993,-35.4232444,-71.6484804,,,,,,,,,,,,
368267,-33.4488897,-70.6692655,,,,,,,,,,,,
410010,-33.2044597,-70.6758505,,,,,,,,,,,,
371883,-33.047238,-71.6126885,,,,,,,,,,,,
395227,-33.0153481,-71.5500276,,,,,,,,,,,,
407642,-33.047238,-71.6126885,,,,,,,,,,,,
398500,-23.6509279,-70.3975022,,,,,,,,,,,,
392067,-33.4372786,-70.6332733,,,,,,,,,,,,
398983,-33.4488897,-70.6692655,,,,,,,,,,,,
387514,-33.4488897,-70.6692655,,,,,,,,,,,,
187706,-33.4372786,-70.6332733,,,,,,,,,,,,
378622,-33.4372786,-70.6332733,,,,,,,,,,,,
141377,-33.047238,-71.6126885,,,,,,,,,,,,
383970,-33.0153481,-71.5500276,,,,,,,,,,,,
397724,-33.4488897,-70.6692655,,,,,,,,,,,,
391685,-30.604304,-71.1969882,,,,,,,,,,,,
355109,-33.4488897,-70.6692655,,,,,,,,,,,,
356658,-33.4488897,-70.6692655,,,,,,,,,,,,
398566,-32.8803027,-71.2497156,,,,,,,,,,,,
240754,-33.4372786,-70.6332733,,,,,,,,,,,,
391855,-33.4372786,-70.6332733,,,,,,,,,,,,
392396,-40.5761897,-73.1149469,,,,,,,,,,,,
152888,-33.4488897,-70.6692655,,,,,,,,,,,,
387033,-33.4372786,-70.6332733,,,,,,,,,,,,
197033,-33.4488897,-70.6692655,,,,,,,,,,,,
196879,-36.8201352,-73.0443904,,,,,,,,,,,,
418815,-35.4232444,-71.6484804,,,,,,,,,,,,
194530,-33.4488897,-70.6692655,,,,,,,,,,,,
222479,-36.8201352,-73.0443904,,,,,,,,,,,,
377404,-33.0153481,-71.5500276,,,,,,,,,,,,
369242,-33.4372786,-70.6332733,,,,,,,,,,,,
58131,-33.047238,-71.6126885,,,,,,,,,,,,
343946,-33.4488897,-70.6692655,,,,,,,,,,,,
231796,-33.4488897,-70.6692655,,,,,,,,,,,,
408655,-36.8201352,-73.0443904,,,,,,,,,,,,
288607,-33.4372786,-70.6332733,,,,,,,,,,,,
52225,-33.0153481,-71.5500276,,,,,,,,,,,,
404078,-33.7309374,-70.7423218,,,,,,,,,,,,
357492,-33.4488897,-70.6692655,,,,,,,,,,,,
355205,-36.8201352,-73.0443904,,,,,,,,,,,,
150667,-36.8201352,-73.0443904,,,,,,,,,,,,
376209,-33.4372786,-70.6332733,,,,,,,,,,,,
354369,-33.4488897,-70.6692655,,,,,,,,,,,,
378558,-33.4488897,-70.6692655,,,,,,,,,,,,
418797,-34.1701324,-70.7406259,,,,,,,,,,,,
371458,-36.8201352,-73.0443904,,,,,,,,,,,,
355249,-33.4488897,-70.6692655,,,,,,,,,,,,
415787,-33.047238,-71.6126885,,,,,,,,,,,,
